,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,MeanWorkingTime
135,136,3.0,3.0,3.0,34,No,Non-Travel,Research & Development,28,3,Medical,1,Male,1,Laboratory Technician,Married,56770,9.0,Y,20,8,1,6.0,3,3,1,2,3,4,22516.996198
136,137,2.0,1.0,1.0,31,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Male,3,Sales Executive,Married,21870,1.0,Y,15,8,1,13.0,2,13,3,12,2,3,19815.905759
137,138,4.0,4.0,3.0,43,No,Travel_Frequently,Sales,14,3,Life Sciences,1,Female,1,Manufacturing Director,Married,37480,7.0,Y,14,8,2,,3,3,1,2,2,3,25469.159582
138,139,3.0,3.0,3.0,43,No,Travel_Rarely,Sales,27,4,Life Sciences,1,Male,2,Sales Representative,Divorced,39770,4.0,Y,18,8,1,8.0,3,5,0,2,3,3,30749.392737
139,140,2.0,4.0,3.0,25,No,Travel_Rarely,Human Resources,7,2,Human Resources,1,Male,1,Manufacturing Director,Single,86330,1.0,Y,19,8,1,5.0,2,5,1,3,4,3,37838.853518
140,141,2.0,3.0,3.0,37,No,Non-Travel,Research & Development,1,3,Medical,1,Male,3,Laboratory Technician,Married,20080,3.0,Y,22,8,0,15.0,5,13,10,7,2,4,27397.011235
141,142,4.0,1.0,3.0,31,No,Travel_Rarely,Research & Development,24,1,Medical,1,Male,3,Laboratory Technician,Married,44400,1.0,Y,13,8,1,4.0,2,4,3,2,3,3,23509.951146
142,143,2.0,3.0,3.0,39,No,Travel_Frequently,Research & Development,26,4,Technical Degree,1,Female,1,Sales Executive,Divorced,30670,1.0,Y,20,8,1,21.0,5,21,1,6,1,4,30555.559125
143,144,3.0,1.0,2.0,56,No,Travel_Frequently,Research & Development,20,4,Life Sciences,1,Female,3,Sales Executive,Married,53210,9.0,Y,14,8,0,36.0,1,7,7,7,3,3,19323.575982
144,145,2.0,3.0,3.0,30,No,Travel_Rarely,Sales,5,4,Medical,1,Female,2,Manufacturing Director,Single,54100,0.0,Y,17,8,1,6.0,2,5,4,4,3,3,26438.445735
145,146,2.0,1.0,3.0,41,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,Female,3,Research Scientist,Married,27820,1.0,Y,14,8,0,10.0,2,10,0,7,2,3,22686.462785
146,147,3.0,1.0,3.0,28,No,Travel_Rarely,Research & Development,7,3,Medical,1,Male,3,Healthcare Representative,Divorced,119570,1.0,Y,13,8,0,10.0,2,10,1,8,2,3,21569.541811
147,148,1.0,1.0,3.0,25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Female,3,Laboratory Technician,Married,26600,5.0,Y,13,8,0,6.0,3,2,0,2,3,3,22007.325611
148,149,4.0,3.0,3.0,52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,Female,2,Sales Representative,Married,33750,2.0,Y,21,8,0,28.0,2,5,0,4,2,4,29417.662034
149,150,1.0,4.0,2.0,45,No,Travel_Rarely,Research & Development,2,3,Medical,1,Female,1,Sales Executive,Married,50980,3.0,Y,14,8,1,8.0,4,2,0,2,3,3,24171.516789
150,151,4.0,4.0,1.0,52,No,Travel_Rarely,Research & Development,12,3,Medical,1,Male,2,Research Scientist,Married,48780,2.0,Y,11,8,1,31.0,3,5,1,4,3,3,26119.185927
151,152,1.0,3.0,3.0,42,No,Travel_Frequently,Sales,10,3,Marketing,1,Female,2,Healthcare Representative,Divorced,28370,2.0,Y,13,8,1,19.0,0,5,0,2,2,3,23918.069008
152,153,3.0,4.0,3.0,30,No,Travel_Rarely,Sales,25,3,Marketing,1,Male,1,Sales Executive,Single,24060,2.0,Y,20,8,1,11.0,5,5,0,2,3,4,19349.80023
153,154,1.0,1.0,1.0,60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,1,Manufacturing Director,Married,22690,5.0,Y,18,8,1,33.0,4,29,11,10,3,3,21562.921432
154,155,3.0,3.0,2.0,46,No,Travel_Rarely,Sales,19,4,Marketing,1,Female,1,Sales Executive,Divorced,41080,2.0,Y,14,8,0,19.0,5,10,0,8,2,3,26590.803352
155,156,4.0,4.0,4.0,42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,1,Male,4,Sales Executive,Married,132060,0.0,Y,13,8,2,7.0,2,6,0,4,3,3,22684.446181
156,157,1.0,2.0,3.0,24,Yes,Travel_Rarely,Research & Development,27,2,Medical,1,Male,1,Research Scientist,Single,104220,1.0,Y,17,8,1,6.0,0,5,1,4,2,3,36810.613535
157,158,4.0,3.0,2.0,34,Yes,Travel_Frequently,Research & Development,5,3,Medical,1,Male,2,Research Scientist,Divorced,137440,0.0,Y,20,8,1,3.0,3,2,1,0,3,4,16016.780529
158,159,4.0,4.0,3.0,38,No,Travel_Frequently,Sales,3,3,Marketing,1,Female,2,Sales Executive,Married,49070,1.0,Y,11,8,1,1.0,3,1,0,0,3,3,29432.703071
159,160,3.0,3.0,3.0,40,No,Travel_Rarely,Sales,26,4,Marketing,1,Female,1,Sales Executive,Married,34820,0.0,Y,18,8,1,21.0,2,20,1,12,2,3,10091.350406
160,161,1.0,4.0,1.0,26,No,Travel_Rarely,Research & Development,3,2,Medical,1,Female,4,Healthcare Representative,Divorced,24360,1.0,Y,24,8,0,3.0,2,3,0,2,4,4,22563.833208
161,162,3.0,4.0,1.0,30,No,Non-Travel,Research & Development,15,3,Medical,1,Female,2,Sales Executive,Married,23800,4.0,Y,18,8,3,9.0,2,5,1,4,2,3,24067.02638
162,163,2.0,3.0,3.0,29,No,Travel_Rarely,Research & Development,8,3,Medical,1,Female,3,Manufacturing Director,Married,194310,1.0,Y,11,8,0,10.0,3,10,0,7,3,3,25163.795665
163,164,3.0,2.0,4.0,29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,1,Male,3,Research Scientist,Married,17900,5.0,Y,16,8,1,6.0,4,2,1,1,2,3,22474.75525
164,165,1.0,4.0,4.0,19,Yes,Travel_Rarely,Research & Development,4,3,Medical,1,Male,1,Sales Executive,Single,76440,1.0,Y,15,8,2,1.0,2,1,0,0,3,3,26761.738624
165,166,3.0,1.0,3.0,30,No,Non-Travel,Research & Development,2,4,Life Sciences,1,Female,3,Research Scientist,Married,51310,0.0,Y,15,8,1,10.0,2,9,7,8,3,3,23197.136157
166,167,1.0,4.0,2.0,57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,4,Research Scientist,Divorced,63060,3.0,Y,12,8,1,32.0,3,1,0,0,3,3,22366.292552
167,168,2.0,3.0,3.0,50,No,Travel_Rarely,Sales,10,4,Life Sciences,1,Female,3,Manager,Married,47870,0.0,Y,12,8,0,28.0,3,27,15,7,3,3,24373.306388
168,169,3.0,4.0,2.0,30,No,Non-Travel,Sales,10,2,Life Sciences,1,Male,3,Laboratory Technician,Single,188800,0.0,Y,22,8,1,12.0,3,11,6,7,3,4,22715.657221
169,170,3.0,1.0,4.0,60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,1,Female,4,Laboratory Technician,Married,23390,4.0,Y,20,8,0,22.0,4,18,13,11,3,4,24896.255246
170,171,1.0,4.0,3.0,47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,5,Manufacturing Director,Divorced,135700,5.0,Y,16,8,2,20.0,2,5,0,4,2,3,27264.144452
171,172,1.0,3.0,1.0,46,No,Travel_Rarely,Sales,4,1,Technical Degree,1,Male,1,Laboratory Technician,Married,67120,6.0,Y,21,8,1,26.0,3,3,0,1,2,4,22370.437559
172,173,4.0,3.0,3.0,35,No,Travel_Rarely,Research & Development,15,2,Medical,1,Female,2,Laboratory Technician,Single,54060,0.0,Y,12,8,1,6.0,2,5,4,3,3,3,22912.534257
173,174,3.0,3.0,3.0,54,No,Travel_Rarely,Research & Development,2,4,Medical,1,Male,2,Human Resources,Single,89380,7.0,Y,11,8,3,19.0,2,1,0,0,3,3,25870.251383
174,175,4.0,3.0,3.0,34,No,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,1,Laboratory Technician,Divorced,24390,3.0,Y,11,8,2,14.0,2,7,5,7,4,3,27340.558282
175,176,3.0,4.0,3.0,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Healthcare Representative,Married,88370,2.0,Y,18,8,0,15.0,3,3,1,2,2,3,32519.913855
176,177,3.0,2.0,4.0,31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,2,Research Director,Divorced,53430,1.0,Y,14,8,1,13.0,3,13,0,8,3,3,19449.356376
177,178,2.0,3.0,4.0,33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,4,Research Director,Married,67280,7.0,Y,22,8,0,15.0,2,7,7,7,2,4,23652.771983
178,179,1.0,4.0,3.0,33,Yes,Travel_Rarely,Sales,5,4,Marketing,1,Male,2,Research Director,Divorced,66520,7.0,Y,25,8,0,8.0,5,4,1,3,3,4,23346.852235
179,180,4.0,2.0,3.0,30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Sales Executive,Single,48500,0.0,Y,12,8,1,4.0,4,3,1,2,3,3,22053.776867
180,181,4.0,3.0,3.0,35,No,Travel_Rarely,Research & Development,12,2,Medical,1,Female,2,Sales Representative,Married,28090,4.0,Y,23,8,1,10.0,2,8,0,0,1,4,31165.071484
181,182,1.0,3.0,3.0,31,Yes,Travel_Frequently,Research & Development,22,2,Medical,1,Female,2,Sales Executive,Married,56890,3.0,Y,15,8,2,12.0,2,1,0,0,2,3,17898.389737
182,183,2.0,1.0,3.0,34,Yes,Travel_Frequently,Sales,17,1,Marketing,1,Male,1,Research Director,Divorced,20010,9.0,Y,22,8,1,11.0,5,3,0,2,4,4,38475.379552
183,184,2.0,3.0,3.0,42,No,Travel_Frequently,Research & Development,2,4,Medical,1,Female,1,Research Scientist,Married,29770,4.0,Y,15,8,3,8.0,3,2,2,0,2,3,20193.112916
184,185,2.0,4.0,2.0,36,No,Non-Travel,Research & Development,3,4,Medical,1,Male,1,Research Scientist,Single,40250,1.0,Y,11,8,0,10.0,3,10,9,7,3,3,24952.765144
185,186,3.0,3.0,3.0,22,Yes,Travel_Frequently,Research & Development,7,3,Medical,1,Female,2,Laboratory Technician,Single,37850,5.0,Y,13,8,2,4.0,2,2,1,2,3,3,22368.708057
186,187,2.0,4.0,3.0,48,No,Travel_Rarely,Research & Development,6,3,Medical,1,Male,1,Laboratory Technician,Married,108540,2.0,Y,14,8,1,14.0,6,9,6,7,3,3,23100.079673
187,188,1.0,2.0,3.0,55,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,1,Sales Executive,Single,120310,3.0,Y,11,8,0,37.0,5,10,7,7,3,3,12630.223669
188,189,4.0,4.0,3.0,41,No,Non-Travel,Research & Development,3,2,Life Sciences,1,Female,2,Research Scientist,Single,99360,7.0,Y,17,8,1,16.0,2,14,1,10,2,3,21504.355175
189,190,2.0,3.0,3.0,35,No,Travel_Rarely,Research & Development,22,3,Medical,1,Female,1,Sales Representative,Married,29660,9.0,Y,18,8,0,15.0,2,11,6,9,2,3,14387.578382
190,191,2.0,3.0,3.0,40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,2,Laboratory Technician,Single,25710,7.0,Y,14,8,0,22.0,1,20,5,13,3,3,25369.665597
191,192,3.0,3.0,3.0,39,No,Travel_Frequently,Research & Development,12,1,Medical,1,Male,1,Research Scientist,Married,99910,1.0,Y,16,8,1,8.0,3,8,0,7,3,3,23576.707365
192,193,2.0,4.0,4.0,31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,Research Director,Single,61420,4.0,Y,13,8,2,10.0,2,6,0,5,2,3,24102.985658
193,194,4.0,1.0,2.0,42,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,3,Sales Executive,Married,53900,1.0,Y,14,8,0,10.0,3,10,5,8,3,3,38447.57379
194,195,4.0,2.0,4.0,45,No,Travel_Rarely,Research & Development,2,1,Medical,1,Female,4,Sales Executive,Married,44040,0.0,Y,23,8,0,9.0,2,8,3,7,3,4,25995.401531
195,196,,3.0,2.0,26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Female,2,Laboratory Technician,Divorced,59930,0.0,Y,12,8,0,8.0,3,7,1,0,3,3,32664.367518
196,197,4.0,4.0,4.0,29,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Research Scientist,Divorced,51300,4.0,Y,11,8,0,8.0,3,3,1,2,2,3,25585.613847
197,198,1.0,3.0,3.0,33,No,Travel_Rarely,Research & Development,16,3,Medical,1,Female,1,Laboratory Technician,Divorced,20900,4.0,Y,16,8,0,10.0,2,6,0,5,3,3,26986.611225
198,199,3.0,4.0,2.0,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,1,Sales Executive,Divorced,29090,9.0,Y,14,8,2,10.0,2,5,0,1,3,3,23769.848477
199,200,2.0,2.0,3.0,18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,1,Male,1,Sales Executive,Single,34680,1.0,Y,18,8,2,0.0,4,0,0,0,4,3,32173.901028
200,201,3.0,1.0,3.0,40,No,Non-Travel,Research & Development,1,4,Technical Degree,1,Female,2,Laboratory Technician,Divorced,30680,3.0,Y,19,8,0,20.0,3,1,0,1,2,3,24334.704292
201,202,1.0,3.0,3.0,41,No,Non-Travel,Research & Development,23,3,Life Sciences,1,Male,2,Manufacturing Director,Single,26700,2.0,Y,15,8,2,10.0,2,8,0,7,2,3,31710.51542
202,203,1.0,3.0,3.0,26,No,Travel_Rarely,Research & Development,9,4,Medical,1,Male,3,Healthcare Representative,Divorced,26930,5.0,Y,17,8,3,8.0,3,0,0,0,2,3,20085.283629
203,204,1.0,3.0,3.0,35,No,Travel_Rarely,Research & Development,16,4,Medical,1,Male,2,Human Resources,Single,95260,1.0,Y,15,8,0,5.0,2,5,0,3,2,3,21702.784567
204,205,4.0,4.0,3.0,34,No,Travel_Rarely,Research & Development,26,3,Medical,1,Male,1,Laboratory Technician,Single,52370,1.0,Y,19,8,1,10.0,3,10,5,7,2,3,23174.116718
205,206,3.0,4.0,1.0,26,Yes,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Manufacturing Director,Single,24260,1.0,Y,22,8,0,1.0,3,1,0,0,1,4,22711.384398
206,207,2.0,4.0,4.0,37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Male,1,Sales Executive,Single,41930,4.0,Y,16,8,1,12.0,5,6,1,2,3,3,26349.13749
207,208,1.0,3.0,2.0,46,No,Travel_Frequently,Research & Development,4,1,Medical,1,Male,5,Human Resources,Married,29110,5.0,Y,13,8,0,28.0,3,2,1,2,3,3,16861.740122
208,209,2.0,1.0,3.0,41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Male,1,Research Director,Married,26610,7.0,Y,14,8,1,22.0,2,18,11,8,3,3,26341.092143
209,210,1.0,2.0,3.0,37,No,Non-Travel,Research & Development,7,2,Medical,1,Male,1,Sales Executive,Divorced,20280,1.0,Y,16,8,1,9.0,3,9,7,7,3,3,25598.176261
210,211,4.0,1.0,3.0,52,No,Travel_Rarely,Sales,2,1,Medical,1,Male,1,Laboratory Technician,Divorced,99800,,Y,11,8,1,18.0,2,10,6,9,3,3,32295.452852
211,212,4.0,3.0,3.0,32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,1,Female,2,Research Director,Married,32980,8.0,Y,22,8,0,6.0,4,4,1,2,2,4,20242.333753
212,213,4.0,4.0,3.0,24,No,Travel_Frequently,Sales,22,3,Life Sciences,1,Female,1,Healthcare Representative,Married,29350,0.0,Y,14,8,2,3.0,5,2,2,1,2,3,20806.274178
213,214,3.0,3.0,3.0,38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Female,1,Research Scientist,Married,154270,3.0,Y,16,8,1,18.0,2,1,0,0,3,3,21422.414944
214,215,2.0,2.0,2.0,37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Female,5,Research Scientist,Married,39440,6.0,Y,11,8,2,8.0,3,6,4,3,3,3,24480.554516
215,216,4.0,3.0,3.0,49,No,Travel_Rarely,Sales,21,1,Life Sciences,1,Male,1,Sales Executive,Divorced,40110,1.0,Y,18,8,2,31.0,2,31,0,9,1,3,38444.904361
216,217,2.0,4.0,3.0,24,No,Travel_Rarely,Sales,1,3,Marketing,1,Female,1,Sales Executive,Married,34070,1.0,Y,15,8,2,6.0,2,6,1,4,2,3,30931.397846
217,218,1.0,2.0,4.0,26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,1,Female,4,Sales Executive,Married,119940,1.0,Y,14,8,1,6.0,6,5,1,4,3,3,12859.069445
218,219,4.0,2.0,3.0,24,No,Travel_Rarely,Sales,7,3,Medical,1,Female,1,Laboratory Technician,Married,12320,1.0,Y,12,8,0,1.0,4,1,0,0,1,3,22955.621985
219,220,1.0,2.0,3.0,50,No,Travel_Frequently,Sales,2,2,Marketing,1,Male,1,Sales Executive,Married,29600,1.0,Y,14,8,3,32.0,2,32,10,7,3,3,23262.197092
220,221,2.0,3.0,3.0,25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Research Scientist,Married,190940,1.0,Y,16,8,0,7.0,3,7,0,6,2,3,24460.874754
221,222,1.0,3.0,3.0,24,Yes,Travel_Frequently,Research & Development,2,3,Medical,1,Male,2,Research Scientist,Married,39190,1.0,Y,21,8,0,6.0,3,6,1,2,3,4,37395.913864
222,223,2.0,1.0,4.0,30,Yes,Travel_Frequently,Research & Development,9,3,Other,1,Male,2,Healthcare Representative,Married,68250,1.0,Y,14,8,0,1.0,2,1,0,0,3,3,24287.434497
223,224,2.0,4.0,3.0,34,No,Travel_Rarely,Sales,6,2,Life Sciences,1,Male,4,Research Director,Married,102480,1.0,Y,12,8,1,6.0,4,6,1,3,3,3,25215.285325
224,225,2.0,1.0,1.0,31,Yes,Travel_Rarely,Research & Development,9,1,Medical,1,Female,1,Sales Representative,Divorced,189470,2.0,Y,12,8,2,9.0,2,3,1,2,2,3,22923.751627
225,226,1.0,4.0,3.0,35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,5,Sales Executive,Single,24960,4.0,Y,17,8,3,9.0,3,3,0,2,3,3,28903.486211
226,227,1.0,4.0,4.0,31,No,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Sales Executive,Divorced,64650,4.0,Y,17,8,0,13.0,3,7,5,7,3,3,21942.939345
227,228,1.0,3.0,2.0,27,No,Travel_Rarely,Sales,22,4,Medical,1,Male,1,Sales Representative,Divorced,22060,0.0,Y,14,8,1,6.0,4,5,0,3,3,3,28057.711172
228,229,4.0,3.0,2.0,37,No,Travel_Rarely,Sales,9,4,Marketing,1,Female,2,Laboratory Technician,Married,20860,4.0,Y,14,8,0,17.0,3,3,1,0,3,3,31354.584219
229,230,4.0,2.0,4.0,20,No,Travel_Rarely,Research & Development,17,4,Medical,1,Female,1,Sales Representative,Single,22930,1.0,Y,13,8,2,1.0,3,1,0,0,1,3,24836.62212
230,231,3.0,4.0,3.0,42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Female,2,Manufacturing Director,Married,26450,1.0,Y,15,8,0,10.0,5,10,2,2,3,3,26181.91535
231,232,2.0,4.0,2.0,43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,1,Female,2,Sales Executive,Divorced,26830,4.0,Y,11,8,0,21.0,3,1,0,0,3,3,30547.138784
232,233,3.0,1.0,2.0,38,No,Travel_Rarely,Human Resources,2,4,Medical,1,Male,1,Human Resources,Single,20140,3.0,Y,17,8,1,8.0,5,0,0,0,4,3,23295.813008
233,234,4.0,3.0,3.0,43,No,Travel_Frequently,Sales,4,3,Medical,1,Female,2,Healthcare Representative,Divorced,34190,3.0,Y,11,8,1,10.0,5,8,4,7,3,3,32574.633399
234,235,4.0,1.0,1.0,48,No,Travel_Rarely,Research & Development,8,1,Medical,1,Male,2,Laboratory Technician,Married,53760,7.0,Y,13,8,1,21.0,3,3,0,2,4,3,20539.294218
235,236,1.0,3.0,4.0,44,No,Travel_Rarely,Sales,29,4,Marketing,1,Male,2,Sales Executive,Single,19510,4.0,Y,22,8,3,10.0,4,2,0,2,4,4,22015.036894
236,237,3.0,3.0,3.0,34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Female,1,Laboratory Technician,Divorced,23410,1.0,Y,20,8,2,8.0,3,8,0,6,2,4,29473.31789
237,238,3.0,1.0,3.0,27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1,Male,2,Research Scientist,Divorced,22930,0.0,Y,18,8,0,5.0,0,4,0,2,3,3,23411.993454
238,239,3.0,3.0,3.0,21,No,Travel_Rarely,Sales,16,2,Life Sciences,1,Male,3,Sales Executive,Single,87260,1.0,Y,11,8,1,3.0,2,3,1,2,1,3,25228.942835
239,240,4.0,4.0,4.0,44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,1,Laboratory Technician,Married,40110,4.0,Y,14,8,1,26.0,2,2,0,1,3,3,14426.052304
240,241,1.0,3.0,3.0,22,No,Travel_Rarely,Research & Development,2,2,Medical,1,Female,2,Laboratory Technician,Married,195450,0.0,Y,14,8,0,3.0,3,2,2,2,2,3,21718.974554
241,242,3.0,3.0,3.0,33,No,Travel_Rarely,Sales,13,4,Marketing,1,Female,2,Manufacturing Director,Divorced,45680,0.0,Y,18,8,1,6.0,2,5,1,2,3,3,24230.688691
242,243,1.0,4.0,2.0,32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Female,1,Healthcare Representative,Married,30220,1.0,Y,16,8,1,6.0,3,6,0,5,3,3,32758.821222
243,244,3.0,3.0,3.0,30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,1,Male,3,Manager,Divorced,57720,1.0,Y,17,8,0,1.0,3,1,0,0,3,3,24694.686131
244,245,4.0,1.0,4.0,53,No,Travel_Rarely,Research & Development,24,3,Other,1,Female,3,Manager,Single,22690,7.0,Y,11,8,1,18.0,2,14,8,10,2,3,25343.325254
245,246,2.0,4.0,2.0,34,No,Travel_Rarely,Research & Development,1,5,Medical,1,Male,1,Research Scientist,Married,53810,1.0,Y,12,8,0,10.0,0,10,8,8,3,3,25379.7596
246,247,1.0,1.0,3.0,45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,1,Male,3,Research Director,Married,34410,2.0,Y,13,8,1,5.0,5,1,0,0,3,3,25834.077348
247,248,3.0,4.0,3.0,26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Male,1,Manufacturing Director,Married,54540,1.0,Y,13,8,1,3.0,5,3,0,2,4,3,36190.007915
248,249,3.0,3.0,3.0,37,No,Travel_Rarely,Research & Development,4,3,Medical,1,Male,1,Manager,Married,98840,1.0,Y,14,8,0,10.0,3,10,7,8,2,3,23475.890747
249,250,2.0,3.0,2.0,29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,1,Healthcare Representative,Married,41570,1.0,Y,17,8,3,6.0,2,6,1,2,3,3,24095.067614
250,251,2.0,4.0,3.0,35,No,Travel_Rarely,Research & Development,10,5,Medical,1,Female,4,Laboratory Technician,Single,134580,1.0,Y,11,8,0,17.0,3,17,11,8,3,3,23702.171162
251,252,3.0,4.0,1.0,33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,1,Male,2,Laboratory Technician,Divorced,90690,3.0,Y,25,8,1,15.0,3,13,4,7,3,4,25771.843875
252,253,3.0,2.0,4.0,54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Female,2,Sales Executive,Married,40140,2.0,Y,19,8,1,16.0,4,9,7,1,2,3,15755.37373
253,254,2.0,2.0,3.0,36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Male,2,Research Scientist,Divorced,59150,2.0,Y,13,8,1,13.0,3,3,0,2,2,3,37280.873228
254,255,1.0,4.0,3.0,27,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,5,Research Director,Single,59930,0.0,Y,14,8,1,5.0,3,4,1,1,1,3,23979.16017
255,256,4.0,3.0,3.0,20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,5,Sales Representative,Single,61620,1.0,Y,12,8,3,1.0,2,1,1,1,2,3,14429.055809
256,257,1.0,1.0,3.0,33,Yes,Travel_Frequently,Research & Development,15,4,Medical,1,Female,1,Laboratory Technician,Single,24060,1.0,Y,11,8,0,10.0,3,10,9,7,3,3,36116.807188
257,258,3.0,3.0,3.0,35,No,Non-Travel,Research & Development,2,1,Medical,1,Male,1,Research Scientist,Married,187400,1.0,Y,19,8,1,1.0,2,1,0,0,4,3,17000.393079
258,259,1.0,1.0,4.0,23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Healthcare Representative,Married,76370,2.0,Y,11,8,1,5.0,3,3,0,2,3,3,23670.595683
259,260,4.0,2.0,3.0,25,No,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Manufacturing Director,Married,100960,0.0,Y,11,8,1,4.0,3,3,1,2,3,3,26928.438553
260,261,4.0,4.0,3.0,38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Male,5,Research Scientist,Single,147560,0.0,Y,20,8,1,8.0,3,7,0,5,2,4,23560.549441
261,262,2.0,4.0,3.0,29,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,4,Healthcare Representative,Divorced,64990,1.0,Y,18,8,3,10.0,3,10,2,8,2,3,28123.046048
262,263,2.0,2.0,3.0,48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,1,Male,1,Sales Executive,Married,97240,3.0,Y,13,8,0,12.0,2,2,2,2,4,3,23955.74546
263,264,4.0,4.0,3.0,27,No,Travel_Frequently,Sales,4,3,Technical Degree,1,Male,5,Laboratory Technician,Divorced,21940,1.0,Y,12,8,0,6.0,5,6,0,4,3,3,31125.431944
264,265,4.0,4.0,3.0,37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Male,3,Manager,Single,33880,3.0,Y,11,8,0,4.0,2,1,0,0,4,3,20430.362838
265,266,4.0,3.0,3.0,50,No,Travel_Rarely,Sales,5,3,Medical,1,Male,1,Laboratory Technician,Married,54730,1.0,Y,19,8,1,20.0,2,20,3,8,4,3,32275.950821
266,267,4.0,2.0,4.0,34,No,Travel_Rarely,Research & Development,18,1,Medical,1,Male,1,Healthcare Representative,Single,27030,1.0,Y,21,8,1,9.0,2,8,7,7,3,4,22495.867613
267,268,1.0,3.0,3.0,24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,1,Female,1,Healthcare Representative,Single,25010,9.0,Y,12,8,0,4.0,3,2,2,0,1,3,27154.53967
268,269,4.0,3.0,3.0,39,No,Travel_Rarely,Research & Development,12,5,Medical,1,Female,1,Sales Representative,Single,62200,1.0,Y,14,8,2,20.0,2,20,11,10,3,3,21885.600493
269,270,4.0,4.0,2.0,32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,5,Research Scientist,Single,30380,1.0,Y,11,8,0,10.0,5,10,0,8,1,3,29047.412446
270,271,2.0,3.0,3.0,50,Yes,Travel_Frequently,Research & Development,4,2,Medical,1,Male,4,Sales Representative,Married,44240,3.0,Y,14,8,1,18.0,2,4,1,3,2,3,29153.21324
271,272,2.0,4.0,2.0,38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Male,1,Sales Executive,Single,43120,0.0,Y,12,8,1,10.0,2,9,1,8,2,3,25852.162695
